"ROUTE","DEST. SIGN CODE","DESTINATION                                                                                        SIGN CODE                                                                            MESSAGE","DIR","DIV","DEPOT",,"LOC.                                                                                              CODE","RES. GROUP LOC. CODE","ALIEN GROUP LOC. CODE","EFFECTIVE
PICK CODE"
"M102",2022,"96 ST","N",,"100 ST",,"0090","0090","1500",
"M102",2023,"EAST VILLAGE","S",,"100 ST",,"0089","0089","1500",
,,"6 ST",,,,,,,,
,,"via LEX AV",,,,,,,,
"M102",2024,"125 ST","N",,"100 ST",,"0090","0090","1500",
"M102",2025,"96 ST","S",,"100 ST",,"0089","0089","1500",
"M102",2026,"42 ST","N",,"100 ST",,"0090","0090","1500",
"M102",2027,"24 ST","S",,"100 ST",,"0089","0089","1500",
"M102",2029,"42 ST","S",,"100 ST",,"0089","0089","1500",
"M102",8020,"HARLEM","N",,"100 ST",,"0090","0090","1500",
,,"149 ST",,,,,,,,
,,"via 3 AV",,,,,,,,
"M102",8027,"LEX AV-116 ST","S",,"100 ST",,"0089","0089","1500",
"M103",2030,"EAST HARLEM","N",,"100 ST",,"0092","0092","1500",
,,"125 ST",,,,,,,,
,,"via 3 AV",,,,,,,,
"M103",2031,"EAST VILLAGE","S",,"100 ST",,"0091","0091","1500",
,,"6 ST",,,,,,,,
,,"via LEX AV",,,,,,,,
"M103",2033,"CITY HALL","S",,"100 ST",,"0091","0091","1500",
,,"via LEX AV",,,,,,,,
"M103",2034,"96 ST","N",,"100 ST",,"0092","0092","1500",
"M103",2036,"6 ST","N",,"100 ST",,"0092","0092","1500",
"M103",2037,"96 ST","S",,"100 ST",,"0091","0091","1500",
"M103",2039,"CHINATOWN","S",,"100 ST",,"0091","0091","1500",
,,"CHATHAM SQ",,,,,,,,
,,"via LEX AV",,,,,,,,
"M104",2040,"WEST HARLEM","N",,"MTV",,"0094","0093","1500",
,,"129 ST",,,,,,,,
,,"via BROADWAY",,,,,,,,
"M104",2042,"WEST HARLEM","N",,"MTV",,"0094","0093","1500",
,,"125 ST",,,,,,,,
,,"via BROADWAY",,,,,,,,
"M104",2044,"BROADWAY-106 ST","N",,"MTV",,"0094","0093","1500",
"M104",2045,"59 ST","S",,"MTV",,"0093","0093","1500",
"M104",2047,"42 ST","S",,"MTV",,"0093","0093","1500","C9"
,,"via BROADWAY/7 AV",,,,,,,,
"M104",2049,"50 ST","S",,"MTV",,"0093","0093","1500",
,,"8 AV",,,,,,,,
"M106",2060,"EAST HARLEM","E",,"MTV",,"0078","0077","1500","A10"
,,"FDR DRIVE",,,,,,,,
,,"CROSSTOWN",,,,,,,,
"M106",2061,"WEST SIDE","W",,"MTV",,"0077","0077","1500","A10"
,,"WEST END AV",,,,,,,,
,,"CROSSTOWN",,,,,,,,
"M106",2062,"5 AV","E",,"MTV",,"0078","0077","1500","A10"
"M106",2063,"BROADWAY","W",,"MTV",,"0077","0077","1500","A10"
"M106",2067,"5 AV","W",,"MTV",,"0077","0077","1500","A10"
"M116",2161,"WEST SIDE","W",,"126/100 ST",,"0095","0095","1500",
,,"BROADWAY-106 ST",,,,,,,,
,,"CROSSTOWN",,,,,,,,
"M116",2162,"5 AV","E",,"126/100 ST",,"0096","0095","1500",
"M116",2163,"5 AV","W",,"126/100 ST",,"0095","0095","1500",
"M116",2164,"EAST HARLEM
PALADNO AV
CROSSTOWN","E",,"126/100 ST",,"0096","0095","1500","A8"
"BX1",3010,"RIVERDALE","N",,"KB/GH/WF",,"0106","0106","1500","A8"
,,"231 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX1",3011,"MOTT HAVEN","S",,"KB/GH/WF",,"0105","0105","1500","A8"
,,"136 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX1",3012,"LIMITED","N",,"KB/GH/WF",,"0108","0108","1500","A8"
,,"RIVERDALE",,,,,,,,
,,"231 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX1",3013,"LIMITED","S",,"KB/GH/WF","0202","0107","0107","1500","A8"
,,"MOTT HAVEN",,,,,,,,
,,"136 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX1",3014,"FORDHAM RD","N",,"KB/GH/WF","0203","0106","0106","1500","A8"
"BX1",3015,"FORDHAM RD","S",,"KB/GH/WF",,"0105","0105","1500","A8"
"BX1",3017,"165 ST","S",,"KB/GH/WF",,"0105","0105","1500","A8"
"BX1",3019,"LIMITED","S",,"KB/GH/WF",,"0107","0107","1500","A8"
,,"165 ST                                                                                      ",,,,,,,,
"BX2",3020,"KINGSBRIDGE HTS","N",,"KB/GH/WF",,"0110","0110","1500","A8"
,,"FORT INDEP ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3021,"MOTT HAVEN","S",,"KB/GH/WF","0206","0109","0109","1500","D8"
,,"136 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3022,"LIMITED","N",,"KB/GH/WF",,"0112","0112","1500","D8"
,,"KINGSBRIDGE HTS",,,,,,,,
,,"FORT INDEP ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3023,"LIMITED","S",,"KB/GH/WF","0208","0111","0111","1500","A8"
,,"MOTT HAVEN",,,,,,,,
,,"136 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3024,"RIVERDALE","N",,"KB/GH/WF",,"0110","0110","1500","A8"
,,"231 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3025,"165 ST","S",,"KB/GH/WF","0200","0109","0109","1500","A8"
,,"via CONCOURSE",,,,,,,,
"BX2",3026,"LIMITED","N",,"KB/GH/WF","0205","0112","0112","1500","A8"
,,"RIVERDALE",,,,,,,,
,,"231 ST",,,,,,,,
,,"via CONCOURSE",,,,,,,,
"BX2",3027,"FORDHAM RD","S",,"KB/GH/WF","0202","0109","0109","1500","A8"
"BX2",3028,"FORDHAM RD","N",,"KB/GH/WF","0205","0110","0110","1500",
"BX3",3030,"RIVERDALE","N",,"KB","0204","0114","0113","1500",
,,"BWAY-238 ST",,,,,,,,
"BX3",3031,"WASHINGTON HEIGHTS","S",,"KB","0212","0113","0113","1500",
,,"G W BRIDGE",,,,,,,,
"BX3",3032,"KINGSBRIDGE RD","N",,"KB",,"0114","0113","1500",
"BX3",3034,"FORDHAM RD","N",,"KB","0214","0114","0113","1500",
"BX3",3035,"GRANT-174 ST","S",,"KB",,"0113","0113","1500",
"BX3",3037,"FORDHAM RD","S",,"KB","0214","0113","0113","1500",
"BX4",3040,"WESTCHESTER SQ","N",,"GH/WF",,"0116","0115","1500",
,,"via WESTCHESTER AV",,,,,,,,
"BX4",3041,"THE HUB","S",,"GH/WF","0216","0115","0115","1500",
,,"3 AV",,,,,,,,
,,"via WESTCHESTER AV",,,,,,,,
"BX4",3042,"H GRANT CIR","N",,"GH/WF","0217","0116","0115","1500",
"BX4",3043,"SOUTHERN BL","S",,"GH/WF","0218","0115","0115","1500",
"BX4",3044,"SOUTHERN BL","N",,"GH/WF","0219","0116","0115","1500",
"BX5",3052,"ORCHARD BEACH","E",,"GH","0221","0118","0117","1500",
"BX5",3053,"LAFAYETTE AV","W",,"GH","0222","0117","0117","1500",
"BX5",3054,"WHITE PLAINS RD","E",,"GH",,"0118","0117","1500",
"BX5",3055,"WEST FARMS RD","W",,"GH",,"0117","0117","1500","C10"
,,"SOUTHERN BL",,,,,,,,
,,"via CROSBY AV",,,,,,,,
,,"via STORY AV",,,,,,,,
"BX5",3056,"PELHAM BAY","E",,"GH",,"0118","0117","1500","C10"
,,"via STORY AV",,,,,,,,
,,"via CROSBY AV",,,,,,,,
"BX6",3060,"HUNTS POINT","E",,"WF","0224","0120","0119","1500",
"BX6",3061,"RIVERSIDE DR","W",,"WF","0228","0119","0119","1500",
"BX6",3062,"SOUTHERN BL","E",,"WF","0229","0120","0119","1500",
"BX6",3063,"SOUTHERN BL","W",,"WF","0230","0119","0119","1500",
"BX6",3064,"YANKEE STADIUM","E",,"WF","0231","0120","0119","1500",
"BX6",3065,"YANKEE STADIUM","W",,"WF","0230","0119","0119","1500",
"BX6",3067,"AMSTERDAM AV","W",,"WF","0231","0119","0119","1500",
"BX7",3070,"RIVERDALE","N",,"KB","0231","0122","0121","1500",
,,"263 ST",,,,,,,,
"BX7",3071,"WASHINGTON HEIGHTS","S",,"KB","0232","0121","0121","1500",
,,"168 ST",,,,,,,,
,,"via BROADWAY",,,,,,,,
"BX7",3072,"ISHAM ST","N",,"KB","0233","0122","0121","1500",
"BX7",3073,"BWAY-181 ST","S",,"KB","0234","0121","0121","1500",
"BX7",3074,"218 ST","N",,"KB","0235","0122","0121","1500",
"BX7",3075,"ISHAM ST","S",,"KB","0234","0121","0121","1500",
"BX7",3076,"BWAY-225 ST","N",,"KB","0235","0122","0121","1500",
"BX7",3077,"BWAY-225 ST","S",,"KB","0234","0121","0121","1500",
"BX8",3082,"WESTCHESTER SQ","N",,"WF/GH","0237","0124","0123","1500",
"BX8",3083,"WESTCHESTER SQ","S",,"WF/GH","0238","0123","0123","1500",
"BX8",3084,"WILLIAMSBRIDGE","N",,"WF/GH",,"0124","0123","1500","C10"
,,"225 ST",,,,,,,,
,,"via PELHAM BAY",,,,,,,,
"BX8",3085,"LOCUST PT","S",,"WF/GH",,"0123","0123","1500","C10"
,,"TIERNEY PL",,,,,,,,
,,"via COUNTRY CLUB",,,,,,,,
"BX9",3090,"RIVERDALE","N",,"KB/GH","0239","0126","0125","1500",
,,"
262 ST",,,,,,,,
"BX9",3091,"WEST FARMS","S",,"KB/GH","0244","0125","0125","1500",
"BX9",3092,"BWAY-225 ST","N",,"KB/GH","0245","0126","0125","1500",
"BX9",3093,"BWAY-225 ST","S",,"KB/GH","0246","0125","0125","1500",
"BX9",3094,"BWAY-242 ST","N",,"KB/GH","0247","0126","0125","1500",
"BX9",3095,"FORDHAM PLZ","S",,"KB/GH","0246","0125","0125","1500",
"BX9",3097,"BRONX ZOO","S",,"KB/GH","0247","0125","0125","1500",
"BX9",3099,"CROTONA AV","S",,"KB/GH","0247","0125","0125","1500",
"BX10",3100,"NORWOOD","E",,"KB","0247","0128","0127","1500",
,,"205 ST STA",,,,,,,,
"BX10",3102,"231 ST","E",,"KB","0248","0128","0127","1500",
"BX10",3103,"RIVERDALE","W",,"KB","0250","0127","0127","1500",
,,"263 ST",,,,,,,,
"BX10",3105,"RIVERDALE","W",,"KB","0249","0127","0127","1500","A8"
,,"246 ST",,,,,,,,
"BX11",3110,"SOUTHERN BL","E",,"WF/KB","0251","0130","0129","1500","A8"
"BX11",3111,"WASHINGTON HEIGHTS","W",,"WF/KB","0252","0129","0129","1500","A8"
,,"G W BRIDGE",,,,,,,,
"BX11",3112,"WEST FARMS RD","E",,"WF/KB","0253","0130","0129","1500","A8"
,,"SOUTHERN BL",,,,,,,,
"BX11",3113,"GRANT-174 ST","W",,"WF/KB","0252","0129","0129","1500",
"BX12",3120,"BAY PLAZA","E",,"GH/KB","0255","0132","0132","1500","A10"
,,"via FORDHAM RD",,,,,,,,
,,"via PELHAM PKY",,,,,,,,
"BX12",3121,"INWOOD","W",,"GH/KB","0258","0131","0131","1500","A10"
,,"BWAY-207 ST",,,,,,,,
,,"via PELHAM PKY",,,,,,,,
,,"via FORDHAM RD",,,,,,,,
"BX12",3124,"PELHAM BAY","E",,"GH/KB","0261","0132","0132","1500","A10"
"BX12",3125,"SEDWICK AV","W",,"GH/KB","0262","0131","0131","1500","A10"
,,"via PELHAM PKY",,,,,,,,
,,"via FORDHAM RD",,,,,,,,
"BX12",3127,"FORDHAM PLAZA","W",,"GH/KB","0263","0131","0131","1500","A10"
"BX12",3128,"ORCHARD BEACH","E",,"GH/KB","0263","0132","0132","1500","A10"
"BX12",3129,"PELHAM BAY","W",,"GH/KB","0264","0131","0131","1500","A10"
"BX12",8122,"FORDHAM PLAZA","E",,"GH/KB",,"0132","0132","1500","A10"
"BX12",8123,"+SELECT","W",,"GH/KB",,"0133","0133","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"PELHAM BAY",,,,,,,,
,,"STATION",,,,,,,,
"BX12",8124,"+SELECT","E",,"GH/KB",,"0134","0134","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"PELHAM BAY",,,,,,,,
,,"STATION",,,,,,,,
"BX12",8125,"+SELECT","W",,"GH/KB",,"0133","0133","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"UNIVERSITY AV",,,,,,,,
"BX12",8126,"+SELECT","E",,"GH/KB",,"0134","0134","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"BAY PLAZA",,,,,,,,
,,"CO-OP CITY",,,,,,,,
"BX12",8127,"+SELECT","W",,"GH/KB",,"0133","0133","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"BROADWAY",,,,,,,,
,,"INWOOD",,,,,,,,
"BX12",8128,"+SELECT","E",,"GH/KB",,"0134","0134","1500","A10"
,,"BUS SERVICE+",,,,,,,,
,,"ORCHARD BEACH",,,,,,,,
"BX13",3130,"YANKEE STADIUM","E",,"KB/WF^",,"0136","0135","1500",
"BX13",3132,"3 AV","E",,"KB/WF^","0268","0136","0135","1500",
"BX13",3133,"PLIMPTON
EL GRANT HWY","W",,"KB/WF^","0270","0135","0135","1500",
"BX13",3135,"WASHINGTON HEIGHTS","W",,"KB/WF^","0272","0135","0135","1500",
,,"G W BRIDGE",,,,,,,,
"BX15",3150,"FORDHAM PLZ","N",,"WF",,"0140","0139","1500",
,,"via 3 AV       ",,,,,,,,
"BX15",3151,"WEST HARLEM","S",,"WF","0280","0139","0139","1500",
,,"12 AV",,,,,,,,
,,"via 3 AV",,,,,,,,
,,"via 125 ST",,,,,,,,
"BX15",3152,"138 ST","N",,"WF","0281","0140","0139","1500",
"BX15",3153,"138 ST","S",,"WF","0282","0139","0139","1500",
"BX15",3154,"149 ST","N",,"WF","0283","0140","0139","1500",
"BX15",3155,"149 ST","S",,"WF","0282","0139","0139","1500",
"BX15",3156,"CLERMONT PKY","N",,"WF","0283","0140","0139","1500","A8"
"BX15",3157,"WEST HARLEM","S",,"WF","0282","0139","0139","1500","A8"
,,"BWAY-125 ST",,,,,,,,
,,"via 3 AV",,,,,,,,
"BX16",3161,"NORWOOD","W",,"GH/KB","0285","0141","0141","1500","A8"
,,"205 ST STA",,,,,,,,
,,"via MUNDY LA",,,,,,,,
"BX16",3162,"PELHAM","E",,"GH/KB","0286",0142,0141,"1500",
,,"ROPES AV",,,,,,,,
,,"via MUNDY LA",,,,,,,,
"Bx16",3163,"WEBSTER AV","W",,"GH/KB","0288",0141,0141,"1500",
,,"via MUNDY LA",,,,,,,,
"BX17",3170,"FORDHAM PLAZA","N",,"WF",,"0144","0143","1500",
"BX17",3171,"PORT MORRIS","S",,"WF","0289","0143","0143","1500",
,,"135 ST",,,,,,,,
"BX17",3172,"TREMONT AV","N",,"WF","0290","0144","0143","1500",
"BX18",3180,"170 ST","E",,"KB/WF^","0292","0145","0145","1500",
,,"CONCOURSE",,,,,,,,
"BX18",3181,"MORRIS HEIGHTS","W",,"KB/WF^","0291","0551","0145","1500",
,,"SEDGWICK AV",,,,,,,,
"BX18",3182,"JEROME AV","E",,"KB/WF^","0292","0145","0145","1500",
"BX18",3183,"RIVER PARK TOWER","W",,"KB/WF^","0291","0551","0145","1500",
"BX19",3190,"BRONX PARK","N",,"WF","0294","0146","0146","1500",
,,"via 149 ST",,,,,,,,
,,"via SOUTHERN",,,,,,,,
"BX19",3191,"RIVERBANK PARK","S",,"WF","0295","0147","0146","1500",
,,"via SOUTHERN",,,,,,,,
,,"via 149 ST",,,,,,,,
"BX19",3192,"TREMONT AV","N",,"WF","0296","0146","0146","1500",
"BX19",3193,"HARLEM","S",,"WF","0294","0147","0146","1500",
,,"BWAY-145 ST",,,,,,,,
"BX19",3194,"163 ST","N",,"WF","0296","0146","0146","1500",
"BX19",3195,"LENOX AV","S",,"WF","0297","0147","0146","1500",
"BX19",3196,"SOUTHERN BL","N",,"WF","0296","0146","0146","1500",
,,"149 ST",,,,,,,,
"BX19",3197,"163 ST","S",,"WF","0297","0147","0146","1500",
"BX19",3198,"3 AV-149 ST","N",,"WF",,"0146","0146","1500",
"BX19",3199,"149 ST","S",,"WF","0297","0147","0146","1500",
,,"SOUTHERN BL",,,,,,,,
"BX19",8190,"LENOX AV","N",,"WF",,"0146","0146","1500",
"BX19",8191,"149 ST-3 AV","S",,"WF",,"0147","0146","1500",
"BX20",3200,"RIVERDALE","N",,"KB","0300","0150","0150","1500",
,,"246 ST",,,,,,,,
"BX20",3201,"INWOOD","S",,"KB","0301","0151","0150","1500",
,,"207 ST",,,,,,,,
"BX20",3203,"231 ST","S",,"KB","0303","0151","0150","1500",
"BX21",3210,"WESTCHESTER SQ","E",,"WF","0304","0152","0152","1500",
"BX21",3211,"MOTT HAVEN","W",,"WF","0305","0153","0152","1500",
,,"136 ST",,,,,,,,
"BX21",3212,"WEST FARMS","E",,"WF","0306","0152","0152","1500",
"BX21",3213,"WEST FARMS","W",,"WF","0307","0153","0152","1500",
"BX21",3215,"HUB/149 ST","W",,"WF","0307","0153","0152","1500",
"BX22",3220,"FORDHAM CENTER","N",,"GH","0308","0154","0155","1500",
,,"VALENTINE AV",,,,,,,,
"BX22",3221,"CASTLE HILL","S",,"GH","0309","0155","0155","1500",
,,"ZEREGA AV",,,,,,,,
"BX22",3222,"BEDFORD PARK","N",,"GH","0310","0154","0155","1500",
,,"PAUL-205 ST",,,,,,,,
"BX22",3223,"WESTCHESTER AV","S",,"GH","0311","0155","0155","1500",
"BX22",3224,"PELHAM PKY","N",,"GH","0312","0154","0155","1500",
"BX22",3226,"WESTCHESTER AV","N",,"GH","0312","0154","0155","1500",
"BX24",3240,"BARRETTO POINT","E",,"WF","0310","0580","0149","1500","C9"
,,"POOL",,,,,,,,
"BX24",3241,"HUNTS POINT AV","W",,"WF","0310","0581","0149","1500","C9"
,,"STATION",,,,,,,,
"BX26",3260,"CO-OP CITY","E",,"GH",,"0158","0158","1500",
,,"EARHART LANE",,,,,,,,
,,"via ALLERTON",,,,,,,,
"BX26",3261,"FORDHAM CENTER","W",,"GH","0321","0159","0159","1500",
,,"192 ST",,,,,,,,
"BX26",3263,"BEDFORD PARK","W",,"GH","0323","0159","0159","1500",
,,"LEHMAN COLLEGE",,,,,,,,
,,"via ALLERTON",,,,,,,,
"Bx26",3267,"WHITE PLAINS RD","W",,"GH","0321","0159","0159","1500",
"BX27",3270,"CLASON PT","E",,"WF",,0160,"0160","1500",
"BX27",3271,"WEST FARMS RD","W",,"WF","0325","0161","0160","1500",
,,"SOUTHERN BL  ",,,,,,,,
"BX27",3273,"WESTCHESTER AV","W",,"WF","0326","0161","0160","1500",
"BX28",3280,"CO-OP CITY","E",,"GH/KB","0328","0164","0164","1500",
,,"EARHART LANE",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX28",3281,"FORDHAM CENTER","W",,"GH/KB","0329","0165","0164","1500",
,,"192 ST",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX28",3285,"NORWOOD","W",,"GH/KB","0331","0165","0164","1500",
,,"205 ST STATION",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX29",3291,"CITY ISLAND","S",,"GH","0333","0167","0167","1500",
"BX29",3292,"PELHAM BAY","N",,"GH","0334","0168","0168","1500",
"BX29",3294,"CO-OP CITY","N",,"GH","0332","0168","0168","1500",
,,"BAY PLAZA",,,,,,,,
"BX30",3300,"CO-OP CITY","E",,"GH","0336","0170","0169","1500",
,,"EARHART LANE",,,,,,,,
"BX30",3301,"NORWOOD","W",,"GH","0335","0169","0169","1500",
,,"205 ST STATION",,,,,,,,
"BX31",3311,"WESTCHESTER SQ","S",,"WF","0341","0171","0171","1500","A8"
"BX31",3312,"WOODLAWN","N",,"WF","0340","0172","0171","1500","A8"
,,"KATONAH AV",,,,,,,,
"BX31",3313,"GUN HILL RD","S",,"WF","0343","0171","0171","1500","A8"
"BX31",3314,"GUN HILL RD","N",,"WF","0342","0172","0171","1500","A8"
"BX31",3316,"SCHIEFFLIN PL","N",,"WF","0342","0172","0171","1500","A8"
"BX32",3320,"KINGSBRIDGE","N",,"WF/KB","0344","0174","0173","1500","A9"
,,"V A HOSPITAL",,,,,,,,
"BX32",3321,"MOTT HAVEN","S",,"WF/KB","0345","0173","0173","1500","A9"
,,"136 ST",,,,,,,,
"BX33",3330,"PORT MORRIS","E",,"WF","0346","0176","0175","1500","A9"
,,"132 ST",,,,,,,,
"BX33",3331,"HARLEM","W",,"WF","0347","0175","0175","1500","A9"
,,"ST NICHOLAS",,,,,,,,
"BX34",3341,"FORDHAM CENTER","S",,"GH","0349","0177","0177","1500",
,,"VALENTINE AV",,,,,,,,
"BX34",3343,"FORDHAM PLAZA","S",,"GH","0349","0177","0177","1500",
"BX34",3344,"WOODLAWN","N",,"GH","0348","0178","0177","1500",
,,"KATONAH AV",,,,,,,,
"BX34",3345,"206 ST","S",,"GH","0351","0177","0177","1500",
"BX35",3350,"WEST FARMS RD","E",,"WF","0352","0180","0179","1500",
,,"SOUTHERN BL",,,,,,,,
"BX35",3351,"WASHINGTON HEIGHTS","W",,"WF","0353","0179","0179","1500","A8"
,,"G W BRIDGE",,,,,,,,
"BX35",3353,"GRANT-174 ST","W",,"WF","0355","0179","0179","1500","A8"
"BX36",3360,"SOUNDVIEW","E",,"WF/GH","0353","0182","0182","1500","D9"
,,"PUGSLEY AV",,,,,,,,
"BX36",3361,"WASHINGTON HEIGHTS","W",,"WF/GH","0357","0181","0181","1500","A8"
,,"G W BRIDGE",,,,,,,,
"BX36",3362,"GRANT CIRCLE","E",,"WF/GH","0358","0182","0182","1500","D9"
"BX36",3363,"WEST FARMS SQ","W",,"WF/GH","0359","0181","0181","1500","A8"
"BX36",3364,"WEBSTER AV","E",,"WF/GH","0358","0182","0182","1500","D9"
"BX36",3365,"GRANT-174 ST","W",,"WF/GH","0359","0181","0181","1500","A8"
"BX36",3366,"WEST FARMS SQ","E",,"WF/GH",,"0182","0182","1500","D9"
"BX36",3367,"WEBSTER AV","W",,"WF/GH","0359","0181","0181","1500",
"BX36",3368,"LIMITED","E",,"WF/GH","0364","0104","0104","1500","D9"
,,"SOUNDVIEW",,,,,,,,
,,"PUGSLEY AV",,,,,,,,
"BX36",3369,"LIMITED","W",,"WF/GH","0364","0583","0583","1500","D9"
,,"WASHINGTON HEIGHTS",,,,,,,,
,,"GW BRIDGE",,,,,,,,
"BX36",8360,"LIMITED","E",,"WF/GH","0357","0104","0104","1500","D9"
,,"GRANT CIRCLE",,,,,,,,
"BX36",8361,"LIMITED","W",,"WF/GH","0357","0583","0583","1500","D9"
,,"GRANT-174 ST",,,,,,,,
"BX38",3380,"CO-OP CITY","E",,"GH/KB","0364","0586","0586","1500","C10"
,,"BAY PLAZA",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX38",3381,"FORDHAM CENTER","W",,"GH/KB","0364","0587","0586","1500","C10"
,,"192 ST",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX38",3383,"NORWOOD","W",,"GH/KB","0357","0587","0586","1500","C10"
,,"205 ST STATION",,,,,,,,
,,"via GUNHILL",,,,,,,,
"BX39",3391,"CLASON PT","S",,"GH/KB","0363","0183","0183","1500",
"BX39",3392,"WAKEFIELD","N",,"GH/KB","0364","0184","0183","1500","C10"
,,"241 ST",,,,,,,,
,,"via WHITE PLS RD",,,,,,,,
"BX39",3393,"WESTCHESTER AV","S",,"GH/KB","0363","0183","0183","1500",
"BX39",3394,"PELHAM PKY","N",,"GH/KB","0362","0184","0183","1500",
"BX39*",3395,"GUN HILL RD","S",,"GH/KB","0363","0183","0183","1500","D10"
"BX40",3400,"THRONGS NECK","E",,"GH/KB","0364","0186","0185","1500",
,,"FORT SCHUYLR",,,,,,,,
,,"via TREMONT",,,,,,,,
"BX40",3401,"RIVER PARK TOWER","W",,"GH/KB","0365","0185","0185","1500",
,,"via TREMONT",,,,,,,,
"BX40",3402,"WEST FARMS SQ","E",,"GH/KB","0366","0186","0185","1500",
"BX40",3403,"WEST FARMS SQ","W",,"GH/KB","0367","0185","0185","1500",
"BX40",3405,"WESTCHESTER SQ","W",,"GH/KB","0367","0185","0185","1500",
"BX40",3406,"WESTCHESTER SQ","E",,"GH/KB","0366","0186","0185","1500",
"BX40",3407,"WEBSTER AV","W",,"GH/KB","0367","0185","0185","1500",
"BX40",3408,"JEROME AV","E",,"GH/KB",,"0186","0185","1500",
"BX40",3409,"SEDGWICK AV","W",,"GH/KB","0365","0185","0185","1500",
"BX41",3411,"THE HUB","S",,"KB","0371","0187","0187","1500",
,,"146 ST",,,,,,,,
,,"via WEBSTER",,,,,,,,
"BX41",3412,"FORDHAM RD","N",,"KB","0372","0188","0188","1500",
"BX41",3413,"FORDHAM RD","S",,"KB","0373","0187","0187","1500",
"BX41",3414,"WILLAMSBRIDGE","N",,"KB","0372","0188","0188","1500","C10"
,,"GUN HILL RD",,,,,,,,
,,"via WEBSTER",,,,,,,,
"BX41",3416,"LIMITED","N",,"KB","0373","0190","0190","1500","C10"
,,"WILLAMSBRIDGE",,,,,,,,
,,"GUN HILL RD",,,,,,,,
,,"via WEBSTER",,,,,,,,
"BX41",3417,"LIMITED","S",,"KB","0375","0189","0189","1500",
,,"THE HUB",,,,,,,,
,,"146 ST",,,,,,,,
,,"via WEBSTER",,,,,,,,
"BX42",3420,"THROGS NECK","E",,"GH/KB","0368","0192","0191","1500",
,,"HARDING AV",,,,,,,,
,,"via TREMONT",,,,,,,,
"BX42",3421,"RIVER PARK TOWER","W",,"GH/KB","0365","0191","0191","1500",
,,"via TREMONT",,,,,,,,
"BX42",3422,"WESTCHESTER SQ","E",,"GH/KB","0366","0192","0191","1500",
"BX42",3423,"WESTCHESTER SQ","W",,"GH/KB","0367","0191","0191","1500",
"BX42",3424,"WEST FARMS SQ","E",,"GH/KB","0366","0192","0191","1500",
"BX42",3425,"WEST FARMS SQ","W",,"GH/KB","0367","0191","0191","1500",
"BX42",3426,"DEWEY AV","E",,"GH/KB",,"0192","0191","1500",
"BX42",3427,"SEDGWICK AV","W",,"GH/KB","0365","0191","0191","1500",
"BX42",3428,"WEBSTER AV","E",,"GH/KB","0367","0192","0191","1500",
"BX42",3429,"WEBSTER AV","W",,"GH/KB",,"0191","0191","1500",
"BX55",3550,"LIMITED","N",,"KB","0378","0194","0193","1500",
,,"FORDHAM PLAZA",,,,,,,,
,,"via 3 AV",,,,,,,,
"BX55",3551,"LIMITED","S",,"KB","0379","0193","0193","1500",
,,"THE HUB",,,,,,,,
,,"149 ST",,,,,,,,
,,"via 3 AV",,,,,,,,
"BX55",3552,"LIMITED","N",,"KB","0380","0194","0193","1500",
,,"WILLAMSBRIDGE",,,,,,,,
,,"GUN HILL RD",,,,,,,,
,,"via 3 AV",,,,,,,,
"BX55",3553,"LIMITED","S",,"KB","0382","0193","0193","1500","D8"
,,"FORDHAM PLAZA",,,,,,,,
"B1",4010,"MANHATTAN BEACH","E",,"UP",,0202,0201,"1500","C10"
,,"KINGSBORO CC",,,,,,,,
,,"via 86 ST",,,,,,,,
"B1",4012,"13 AV-86 ST","E",,"UP","0390",0202,0201,"1500",
"B1",4013,"BAY RIDGE","W",,"UP","0390",0201,0201,"1500","C10"
,,"4 AV",,,,,,,,
,,"via 86 ST",,,,,,,,
"B1",4014,"25 AV-86 ST","E",,"UP","0390",0202,0201,"1500",
"B1",4015,"13 AV-86 ST","W",,"UP","0390",0201,0201,"1500",
"B1",4017,"OCEAN PKY","W",,"UP","0390",0579,0579,"1500","B9"
"B1",4019,"25 AV-86 ST","W",,"UP^","0390",0201,0201,"1500",
"B2",4020,"MIDWOOD","N",,"FLA","0390",0024,0203,"1500",
,,"KINGS HWY STATION",,,,,,,,
