DEPOT,AUTH_ID,PASS_NUMBER,ROUTE,RUN_NUMBER,SERV_ID,DATE,TIMESTAMP
UPKT,TA,233574,B6,240,2,2011-11-11,2011-11-10 11:01:33
GAVT,TA,235378,B38,203,0,2011-11-11,2011-11-10 21:09:52
WFRT,TA,238361,BX6,042,0,2011-11-11,2011-11-10 19:09:20
JGLT,TA,240324,B61,002,0,2011-11-11,2011-11-10 20:22:44
GUNT,TA,241234,GUNT,007,0,2011-11-11,2011-11-10 09:13:11
JGLT,TA,248151,B43,117,2,2011-11-11,2011-11-10 20:22:44
JGLT,TA,248275,B43,105,2,2011-11-11,2011-11-10 20:22:44
JGLT,TA,253232,B68,105,0,2011-11-11,2011-11-10 08:36:34
JGLT,TA,253261,JGLT,012,2,2011-11-11,2011-11-10 12:53:38
JGLT,TA,253261,JGLT,006,2,2011-11-11,2011-11-10 19:21:56
JGLT,TA,253261,JGLT,006b,2,2011-11-11,2011-11-11 06:21:14
JGLT,TA,253261,JGLT,006a,2,2011-11-11,2011-11-11 06:21:14
JGLT,TA,253261,B6769,007,0,2011-11-11,2011-11-11 06:21:15
JGLT,TA,255968,B6769,001,0,2011-11-11,2011-11-10 20:22:44
UPKT,TA,258842,UPKT,001,2,2011-11-11,2011-11-08 09:45:09
UPKT,TA,258842,B6,256,2,2011-11-11,2011-11-10 19:00:38
JGLT,TA,261683,B9,010,2,2011-11-11,2011-11-10 20:22:44
JGLT,TA,263954,JGLT,009,2,2011-11-11,2011-11-10 12:51:37
JGLT,TA,263954,JGLT,005,2,2011-11-11,2011-11-10 19:21:56
JGLT,TA,263954,JGLT,005b,2,2011-11-11,2011-11-11 05:23:24
JGLT,TA,263954,JGLT,005a,2,2011-11-11,2011-11-11 05:23:24
JGLT,TA,264051,B68,103,0,2011-11-11,2011-11-10 09:46:05
GUNT,TA,266421,BX39,005,0,2011-11-11,2011-11-10 19:06:19
CSTT,TA,269697,MISC,581,0,2011-11-11,2011-11-10 19:24:13
JGLT,TA,269724,B70,213,0,2011-11-11,2011-11-10 12:58:23
CHAT,TA,282542,MISC,922,0,2011-11-11,2011-11-10 19:01:15
JGLT,TA,282964,B63,120,0,2011-11-11,2011-11-10 20:22:45
UPKT,TA,283763,UPKT,04,,2011-11-11,2011-11-10 10:48:01
UPKT,TA,283763,UPKT,003,2,2011-11-11,2011-11-10 19:00:30
UPKT,TA,283763,UPKT,003b,2,2011-11-11,2011-11-11 06:25:22
UPKT,TA,283763,UPKT,003a,2,2011-11-11,2011-11-11 06:25:22
UPKT,TA,283763,B64,507,2,2011-11-11,2011-11-11 06:25:22
JGLT,TA,290017,B16,004,2,2011-11-11,2011-11-10 20:22:46
ENYT,TA,290477,B25,213,0,2011-11-11,2011-11-10 19:03:53
JGLT,TA,290982,B70,220,0,2011-11-11,2011-11-10 20:22:46
JGLT,TA,291160,B35,003,2,2011-11-11,2011-11-01 07:11:19
JGLT,TA,297830,JGLT,XL25,,2011-11-11,2011-11-10 12:57:03
JGLT,TA,297830,B16,011,2,2011-11-11,2011-11-10 19:21:56
UPKT,TA,298749,B1,028,2,2011-11-11,2011-11-10 19:00:44
JGLT,TA,300059,B61,024,0,2011-11-11,2011-11-10 20:22:46
JGLT,TA,300355,B9,005,2,2011-11-11,2011-11-10 12:51:36
JGLT,TA,303361,B35,058,0,2011-11-11,2011-11-10 12:59:55
JGLT,TA,304501,B68,115,0,2011-11-11,2011-11-10 20:22:46
JGLT,TA,311024,B4,009,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,311471,B35,027,0,2011-11-11,2011-11-10 12:53:40
100T,TA,311686,M101,101,0,2011-11-11,2011-11-10 19:14:45
JGLT,TA,313765,B35,026,0,2011-11-11,2011-11-10 12:54:34
JGLT,TA,315092,JGLT,001,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,316111,B35,060,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,321403,B11,015,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,327546,B35,008,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,327604,B63,109,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,327717,JGLT,XL05,,2011-11-11,2011-11-07 08:55:01
JGLT,TA,327717,B35,045,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,327771,B68,125,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,327796,JGLT,XL11,,2011-11-11,2011-11-10 12:54:32
JGLT,TA,327796,B68,116,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,327857,JGLT,XL07,,2011-11-11,2011-11-10 12:53:40
JGLT,TA,327857,JGLT,008,2,2011-11-11,2011-11-10 19:21:57
JGLT,TA,327857,JGLT,008b,2,2011-11-11,2011-11-11 07:32:05
JGLT,TA,327857,JGLT,008a,2,2011-11-11,2011-11-11 07:32:05
JGLT,TA,327857,B9,014,2,2011-11-11,2011-11-11 07:32:05
JGLT,TA,330168,B70,214,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,332238,B63,102,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,334756,B35,028,0,2011-11-11,2011-11-10 20:22:47
JGLT,TA,335135,B43,122,2,2011-11-11,2011-11-10 20:22:48
JGLT,TA,338583,JGLT,XL09,,2011-11-11,2011-11-10 12:53:41
JGLT,TA,338583,B43,115,2,2011-11-11,2011-11-10 19:21:57
ENYT,TA,338908,B45,011,0,2011-11-11,2011-11-10 19:03:57
JGLT,TA,340347,B61,003,0,2011-11-11,2011-11-10 20:22:48
JGLT,TA,342067,JGLT,016,0,2011-11-11,2011-11-10 20:22:48
JGLT,TA,347003,B35,025,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,348379,B35,025,0,2011-11-11,2011-11-01 07:11:14
MJQT,TA,349876,M9,115,0,2011-11-11,2011-11-10 19:53:38
JGLT,TA,355572,B6769,021,0,2011-11-11,2011-11-10 20:22:48
JGLT,TA,364061,B43,128,2,2011-11-11,2011-11-10 20:22:48
JGLT,TA,364696,B70,205,0,2011-11-11,2011-11-10 20:22:48
GAVT,TA,366368,B60,604,0,2011-11-11,2011-11-10 21:09:36
JGLT,TA,367949,JGLT,014,0,2011-11-11,2011-11-10 20:22:48
GAVT,TA,375063,B48,407,0,2011-11-11,2011-10-31 12:35:23
JGLT,TA,376615,B43,113,0,2011-11-11,2011-11-10 20:22:49
JGLT,TA,384388,B43,118,2,2011-11-11,2011-11-10 20:22:49
JGLT,TA,390714,B70,207,0,2011-11-11,2011-11-10 20:22:49
WFRT,TA,390855,BX32,017,0,2011-11-11,2011-11-10 19:09:21
YUKT,TA,393102,YUKT,17,,2011-11-11,2011-11-10 14:28:34
YUKT,TA,393102,MISC,173,2,2011-11-11,2011-11-10 19:04:13
JGLT,TA,396379,B4,002,0,2011-11-11,2011-11-01 07:11:21
GAVT,TA,404708,B47,304,0,2011-11-11,2011-11-10 21:09:56
JGLT,TA,406799,JGLT,013,0,2011-11-11,2011-11-10 20:22:49
JGLT,TA,408015,B70,210,2,2011-11-11,2011-11-10 19:21:57
JGLT,TA,413449,B35,042,0,2011-11-11,2011-11-10 20:22:49
JGLT,TA,413537,B35,036,0,2011-11-11,2011-11-10 20:22:49
JGLT,TA,413770,B43,108,2,2011-11-11,2011-11-10 20:22:50
JGLT,TA,416625,B61,023,0,2011-11-11,2011-11-10 12:58:19
JGLT,TA,422233,B68,131,0,2011-11-11,2011-11-10 20:22:50
GAVT,TA,423982,GAVT,06,,2011-11-11,2011-11-10 13:03:32
GAVT,TA,423982,Q59,805,0,2011-11-11,2011-11-10 21:04:58
JGLT,TA,426446,B61,016,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,426622,B35,066,0,2011-11-11,2011-11-10 20:22:50
ENYT,TA,428116,B82,165,0,2011-11-11,2011-11-10 19:04:06
GAVT,TA,428286,B47,318,0,2011-11-11,2011-11-10 21:11:14
JGLT,TA,428566,JGLT,XL01,,2011-11-11,2011-11-10 12:51:36
JGLT,TA,428566,B35,017,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,429154,JGLT,XL20,,2011-11-11,2011-11-10 12:56:59
JGLT,TA,429154,B63,117,0,2011-11-11,2011-11-10 19:21:57
UPKT,TA,432745,UPKT,013,0,2011-11-11,2011-11-10 08:17:46
JGLT,TA,435227,B35,073,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,436396,B9,018,2,2011-11-11,2011-11-10 20:22:51
JGLT,TA,436887,B43,121,2,2011-11-11,2011-11-10 20:22:51
UPKT,TA,437020,X2737,705,0,2011-11-11,2011-11-10 19:00:30
JGLT,TA,440103,B35,039,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,440670,JGLT,011,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,440942,B68,123,0,2011-11-11,2011-11-10 12:54:33
GAVT,TA,441399,B24,107,0,2011-11-11,2011-11-10 21:11:06
JGLT,TA,446023,JGLT,009,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,446023,JGLT,OTVOL,,2011-11-11,2011-11-09 23:47:24
JGLT,TA,446846,JGLT,XL15,,2011-11-11,2011-11-10 12:54:37
JGLT,TA,446846,B6769,014,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,448331,JGLT,XL14,,2011-11-11,2011-11-10 12:54:37
JGLT,TA,448331,B61,015,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,450948,B11,026,0,2011-11-11,2011-11-10 20:22:51
GAVT,TA,452774,GAVT,002,0,2011-11-11,2011-11-10 21:09:48
JGLT,TA,453610,B11,010,0,2011-11-11,2011-11-10 20:22:51
UPKT,TA,456497,B3,123,0,2011-11-11,2011-11-10 19:00:42
JGLT,TA,463366,JGLT,XL02,,2011-11-11,2011-11-10 12:51:36
JGLT,TA,463366,B9,005,2,2011-11-11,2011-11-10 19:21:57
JGLT,TA,475508,JGLT,XL26,,2011-11-11,2011-11-10 12:56:58
JGLT,TA,475508,B16,009,2,2011-11-11,2011-11-10 19:21:57
KBGT,TA,495964,KBGT,49,,2011-11-11,2011-11-04 06:41:47
JGLT,TA,500603,B35,023,0,2011-11-11,2011-11-10 12:51:38
GAVT,TA,502241,Q59,810,0,2011-11-11,2011-11-10 21:05:10
JGLT,TA,503433,B63,105,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,504366,B4,007,0,2011-11-11,2011-11-10 12:54:32
MJQT,TA,505001,M9,114,0,2011-11-11,2011-11-10 19:53:26
JGLT,TA,505078,JGLT,XL12,,2011-11-11,2011-11-10 12:54:33
JGLT,TA,505078,B4,007,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,505803,JGLT,005,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,511284,B35,022,0,2011-11-11,2011-11-01 07:11:00
JGLT,TA,512024,JGLT,011,2,2011-11-11,2011-11-10 12:51:40
JGLT,TA,512024,B35,009,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,515826,JGLT,012,0,2011-11-11,2011-11-10 10:40:26
JGLT,TA,518103,B4,001,0,2011-11-11,2011-11-10 20:22:51
JGLT,TA,518629,B9,008,2,2011-11-11,2011-11-10 20:22:52
JGLT,TA,518972,JGLT,011,,2011-11-11,2011-11-01 07:26:44
GAVT,TA,522043,B47,316,0,2011-11-11,2011-11-10 21:11:04
JGLT,TA,522057,B6769,014,0,2011-11-11,2011-11-10 12:54:37
JGLT,TA,531919,B6769,013,0,2011-11-11,2011-11-10 20:22:52
JGLT,TA,534823,B70,212,0,2011-11-11,2011-11-10 12:57:05
FLTT,TA,534940,FLTT,002,0,2011-11-11,2011-11-10 19:06:50
JGLT,TA,535446,B16,015,2,2011-11-11,2011-11-10 13:00:02
GAVT,TA,537028,Q59,818,0,2011-11-11,2011-10-31 12:32:08
YUKT,TA,537204,MISC,114,0,2011-11-11,2011-11-10 19:03:57
JGLT,TA,538338,B61,014,0,2011-11-11,2011-11-10 20:22:52
JGLT,TA,542866,B16,007,2,2011-11-11,2011-11-10 20:22:52
JGLT,TA,549142,B68,124,0,2011-11-11,2011-11-10 20:22:52
JGLT,TA,552465,B35,045,0,2011-11-11,2011-11-07 08:55:01
JGLT,TA,556796,B61,012,0,2011-11-11,2011-11-10 12:54:31
JGLT,TA,559001,B68,116,0,2011-11-11,2011-11-10 12:54:32
JGLT,TA,561004,B68,129,0,2011-11-11,2011-11-10 20:22:52
GAVT,TA,562715,B38,220,0,2011-11-11,2011-11-10 21:12:22
JGLT,TA,563376,B4,010,0,2011-11-11,2011-11-10 20:22:53
JGLT,TA,564402,B35,029,0,2011-11-11,2011-11-10 12:56:58
JGLT,TA,565280,B70,203,0,2011-11-11,2011-11-10 12:47:52
JGLT,TA,566497,B4,011,0,2011-11-11,2011-11-10 20:22:53
JGLT,TA,567364,B35,043,0,2011-11-11,2011-11-01 07:11:20
JGLT,TA,567573,B11,012,0,2011-11-11,2011-11-10 20:22:53
JGLT,TA,567576,B11,014,2,2011-11-11,2011-11-10 20:22:53
FRPT,TA,567581,B52,126,0,2011-11-11,2011-11-10 13:33:18
JGLT,TA,571238,B6769,004,2,2011-11-11,2011-11-10 20:22:53
JGLT,TA,571551,B4,003,0,2011-11-11,2011-11-10 20:22:53
JGLT,TA,571551,B4,OTVOL,,2011-11-11,2011-11-09 23:47:28
JGLT,TA,573362,B6769,016,0,2011-11-11,2011-11-10 20:22:54
JGLT,TA,573471,B35,022,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,574460,B6769,010,0,2011-11-11,2011-11-10 20:22:54
CSTT,TA,588611,MISC,582,0,2011-11-11,2011-11-10 19:24:13
FRPT,TA,589300,FRPT,015,2,2011-11-11,2011-11-10 13:29:42
FRPT,TA,589300,Q54,025,2,2011-11-11,2011-11-10 19:01:07
JGLT,TA,590474,B35,032,0,2011-11-11,2011-11-10 20:22:54
CSTT,TA,595143,CSTT,24,,2011-11-11,2011-11-10 13:58:58
CSTT,TA,595143,CSTT,017,2,2011-11-11,2011-11-10 19:24:13
JGLT,TA,596034,JGLT,010,0,2011-11-11,2011-11-10 20:22:54
JGLT,TA,598614,B16,018,2,2011-11-11,2011-11-10 20:22:54
GAVT,TA,598878,B62,733,0,2011-11-11,2011-11-10 21:13:55
JGLT,TA,600005,B16,009,2,2011-11-11,2011-11-01 07:26:34
JGLT,TA,600820,B35,030,0,2011-11-11,2011-11-10 20:22:55
GUNT,TA,603573,BX238,035,0,2011-11-11,2011-11-10 19:06:21
JGLT,TA,605461,B9,019,2,2011-11-11,2011-11-10 12:57:02
JGLT,TA,608894,B35,015,0,2011-11-11,2011-11-10 20:22:55
JGLT,TA,620136,B35,038,0,2011-11-11,2011-11-10 12:57:00
JGLT,TA,629634,JGLT,003,0,2011-11-11,2011-11-10 20:22:56
GUNT,TA,633845,BX402,027,0,2011-11-11,2011-11-10 19:06:21
JGLT,TA,634856,JGLT,XL81,,2011-11-11,2011-11-10 12:54:36
JGLT,TA,634856,B4,008,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,639715,JGLT,003,0,2011-11-11,2011-11-10 09:48:14
JGLT,TA,641824,B35,062,0,2011-11-11,2011-11-10 20:22:56
JGLT,TA,642555,B11,016,0,2011-11-11,2011-11-10 20:22:56
JGLT,TA,642952,JGLT,004,2,2011-11-11,2011-11-10 12:47:52
JGLT,TA,642952,B70,203,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,654385,JGLT,015,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,659818,JGLT,XL16,,2011-11-11,2011-11-10 12:54:38
JGLT,TA,659818,B35,043,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,660784,B68,104,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,661916,JGLT,006,0,2011-11-11,2011-11-10 20:22:30
JGLT,TA,663020,JGLT,004,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,663831,B35,018,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,669694,B35,056,0,2011-11-11,2011-11-10 20:22:57
100T,TA,671003,M101,096,0,2011-11-11,2011-11-10 19:14:45
JGLT,TA,678002,B35,016,2,2011-11-11,2011-11-10 20:22:57
JGLT,TA,678282,B11,002,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,678282,B11,OTVOL,,2011-11-11,2011-11-09 23:47:28
JGLT,TA,678975,B61,020,0,2011-11-11,2011-11-10 20:22:57
GAVT,TA,683925,B38,222,0,2011-11-11,2011-11-10 21:12:28
JGLT,TA,686680,B35,041,0,2011-11-11,2011-11-10 20:22:57
JGLT,TA,687450,JGLT,007,2,2011-11-11,2011-11-10 12:48:01
JGLT,TA,687450,B4,004,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,687737,B61,025,0,2011-11-11,2011-11-10 13:00:02
GAVT,TA,692567,B57,522,0,2011-11-11,2011-11-10 21:13:17
CSTT,TA,692648,MISC,442,0,2011-11-11,2011-11-10 19:23:56
JGLT,TA,699001,B68,135,0,2011-11-11,2011-11-10 20:22:58
JGLT,TA,700343,B68,105,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,700343,JGLT,001,0,2011-11-11,2011-11-10 08:36:02
JGLT,TA,700343,B35,009,0,2011-11-11,2011-11-10 08:36:02
JGLT,TA,703092,B9,006,2,2011-11-11,2011-11-10 20:22:58
JGLT,TA,707163,B35,048,0,2011-11-11,2011-11-01 07:11:06
JGLT,TA,711579,JGLT,XL22,,2011-11-11,2011-11-10 12:57:00
JGLT,TA,711579,B35,038,0,2011-11-11,2011-11-10 19:21:57
JGLT,TA,711988,JGLT,006,2,2011-11-11,2011-11-10 12:47:58
JGLT,TA,711988,B6769,003,2,2011-11-11,2011-11-10 12:47:58
JGLT,TA,711988,B35,007,0,2011-11-11,2011-11-11 04:37:03
JGLT,TA,711988,JGLT,018,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,713672,B6769,007,0,2011-11-11,2011-11-10 20:22:58
JGLT,TA,717568,B35,011,0,2011-11-11,2011-11-10 20:22:58
GUNT,TA,721954,SBS12,206,0,2011-11-11,2011-11-10 19:06:22
JGLT,TA,724104,B35,019,0,2011-11-11,2011-11-10 20:22:58
JGLT,TA,727519,B4,016,0,2011-11-11,2011-11-10 20:22:58
GAVT,TA,728119,B38,206,0,2011-11-11,2011-11-10 21:04:59
GAVT,TA,728119,GAVT,006,,2011-11-11,2011-10-31 13:28:37
JGLT,TA,739002,B9,002,2,2011-11-11,2011-11-10 20:22:58
JGLT,TA,741599,B63,110,2,2011-11-11,2011-11-10 20:22:58
CSTT,TA,742001,MISC,588,0,2011-11-11,2011-11-10 19:24:14
JGLT,TA,749223,B63,131,0,2011-11-11,2011-11-10 20:22:59
GAVT,TA,750813,B62,709,0,2011-11-11,2011-11-10 21:10:28
JGLT,TA,750854,B43,104,0,2011-11-11,2011-11-10 20:22:59
JGLT,TA,750910,B68,118,2,2011-11-11,2011-11-10 20:22:59
JGLT,TA,751766,B63,111,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,751766,B63,OTVOL,,2011-11-11,2011-11-09 23:47:28
GAVT,TA,753210,Q59,821,0,2011-11-11,2011-11-10 21:14:05
JGLT,TA,754093,JGLT,XL82,,2011-11-11,2011-11-10 10:51:13
JGLT,TA,754093,JGLT,001,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,754093,JGLT,001b,2,2011-11-11,2011-11-11 01:12:09
JGLT,TA,754093,JGLT,001a,2,2011-11-11,2011-11-11 01:12:09
JGLT,TA,754093,B61,002b,0,2011-11-11,2011-11-11 01:12:18
JGLT,TA,754901,JGLT,008,2,2011-11-11,2011-11-10 12:51:35
JGLT,TA,754901,JGLT,004,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,754901,B11,005,0,2011-11-11,2011-11-11 04:37:55
JGLT,TA,755950,B35,046,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,756780,JGLT,002,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,756966,B68,120,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,757319,B63,115,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,757371,JGLT,002,2,2011-11-11,2011-11-10 12:47:43
JGLT,TA,757371,JGLT,002,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,757371,JGLT,002b,2,2011-11-11,2011-11-11 04:28:29
JGLT,TA,757371,JGLT,002a,2,2011-11-11,2011-11-11 04:28:29
JGLT,TA,757416,B35,049,0,2011-11-11,2011-11-10 12:57:04
JGLT,TA,757519,JGLT,005,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,757570,JGLT,XL62,,2011-11-11,2011-11-10 09:56:38
JGLT,TA,757570,B9,011,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,757583,B61,015,0,2011-11-11,2011-11-10 12:54:37
JGLT,TA,757599,B6769,008,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,757613,B68,121,0,2011-11-11,2011-11-10 20:23:00
GUNT,TA,757644,BX22,008,0,2011-11-11,2011-11-10 08:53:33
CSTT,TA,757673,MISC,421,0,2011-11-11,2011-11-10 19:23:54
JGLT,TA,759006,B63,122,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,759982,B11,021,0,2011-11-11,2011-11-10 20:23:00
JGLT,TA,761674,B11,006,2,2011-11-11,2011-11-10 12:47:55
JGLT,TA,762342,B35,010,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,769697,JGLT,001,,2011-11-11,2011-11-10 09:57:19
JGLT,TA,770370,B9,012,2,2011-11-11,2011-11-10 20:23:00
FLTT,TA,776903,B41,023,0,2011-11-11,2011-11-10 11:16:27
GAVT,TA,780013,B60,615,0,2011-11-11,2011-11-10 21:11:01
FRPT,TA,780046,B52,118,0,2011-11-11,2011-11-10 19:01:02
GUNT,TA,780058,GUNT,BM2,,2011-11-11,2011-11-09 16:42:39
JGLT,TA,781002,B9,015,2,2011-11-11,2011-11-10 20:23:00
WFRT,TA,781914,WFRT,001,2,2011-11-11,2011-11-04 08:30:53
JGLT,TA,781936,B35,050,0,2011-11-11,2011-11-10 20:23:01
GAVT,TA,782553,GAVT,001,0,2011-11-11,2011-11-10 09:05:53
JGLT,TA,782562,B4,008,0,2011-11-11,2011-11-10 12:54:36
JGLT,TA,796446,B9,003,2,2011-11-11,2011-11-10 20:23:01
JGLT,TA,808751,B4,018,0,2011-11-11,2011-11-10 13:00:04
JGLT,TA,817561,B35,031,0,2011-11-11,2011-11-10 20:23:01
KBGT,TA,834168,BX1X2,076,0,2011-11-11,2011-11-10 19:26:59
JGLT,TA,834263,JGLT,XL27,,2011-11-11,2011-11-10 12:57:05
JGLT,TA,834263,B70,212,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,835007,B43,127,2,2011-11-11,2011-11-10 20:23:01
JGLT,TA,835635,B9,017,2,2011-11-11,2011-11-10 20:23:01
CSTT,TA,835637,MISC,533,0,2011-11-11,2011-11-10 19:24:08
JGLT,TA,835641,B35,070,0,2011-11-11,2011-11-10 20:23:01
JGLT,TA,840874,B6769,009,0,2011-11-11,2011-11-10 12:53:39
JGLT,TA,843771,B61,009,2,2011-11-11,2011-11-10 20:23:01
JGLT,TA,843780,B9,001,2,2011-11-11,2011-11-10 20:23:02
GAVT,TA,849421,B13,OTVOL,,2011-11-11,2011-11-09 21:28:25
GAVT,TA,849421,B13,007,0,2011-11-11,2011-11-10 21:10:57
JGLT,TA,849430,B35,012,2,2011-11-11,2011-11-10 20:23:02
JGLT,TA,854196,JGLT,XL06,,2011-11-11,2011-11-10 12:53:39
JGLT,TA,854196,B6769,009,0,2011-11-11,2011-11-10 19:21:58
UPKT,TA,858155,UPKT,006,0,2011-11-11,2011-11-10 19:00:45
JGLT,TA,859687,JGLT,XL13,,2011-11-11,2011-11-10 12:54:33
JGLT,TA,859687,B68,123,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,865914,B6769,022,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,867347,B43,115,2,2011-11-11,2011-11-10 12:53:41
MTVT,TA,868616,M4,102,0,2011-11-11,2011-11-04 09:04:57
JGLT,TA,869474,B11,011,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,871524,B6769,024,0,2011-11-11,2011-11-10 20:23:02
GAVT,TA,875828,Q59,811,0,2011-11-11,2011-11-10 21:12:15
GUNT,TA,875997,BX402,042,0,2011-11-11,2011-11-10 19:06:24
JGLT,TA,876120,JGLT,006,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,880431,B61,018,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,880973,B43,112,0,2011-11-11,2011-11-10 18:45:45
JGLT,TA,880973,B43,109,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,880974,B6769,023,0,2011-11-11,2011-11-10 13:00:06
JGLT,TA,882384,JGLT,XL19,,2011-11-11,2011-11-10 12:56:58
JGLT,TA,882384,B35,029,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,889450,B16,001,2,2011-11-11,2011-11-10 20:23:02
JGLT,TA,890040,B68,126,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,893820,B11,030,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,894067,B11,030,0,2011-11-11,2011-11-01 07:11:10
FRPT,TA,895855,B38,115,0,2011-11-11,2011-11-10 13:33:13
JGLT,TA,895861,B68,107,0,2011-11-11,2011-11-10 20:23:02
JGLT,TA,898181,B43,101,2,2011-11-11,2011-11-10 20:23:02
JGLT,TA,898341,B16,008,2,2011-11-11,2011-11-10 20:23:02
JGLT,TA,898341,B16,OTVOL,,2011-11-11,2011-11-09 23:47:21
JGLT,TA,899621,B43,112,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,899621,B43,109,0,2011-11-11,2011-11-10 18:45:45
JGLT,TA,899781,B11,008,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,907492,JGLT,003,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,907492,B35,043,0,2011-11-11,2011-11-01 07:26:35
JGLT,TA,907988,B63,132,0,2011-11-11,2011-11-10 20:23:03
FLTT,TA,908071,B44,013,2,2011-11-11,2011-11-10 19:06:34
JGLT,TA,908189,B11,017,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,912600,B43,116,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,913450,B63,119,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,913744,B61,005,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,914390,B63,118,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,916603,JGLT,011,2,2011-11-11,2011-11-10 19:21:58
JGLT,TA,916603,JGLT,001,2,2011-11-11,2011-10-19 06:45:10
JGLT,TA,917357,B11,018,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,918203,B68,119,0,2011-11-11,2011-11-10 20:23:03
JGLT,TA,921716,B61,006,2,2011-11-11,2011-11-10 20:23:04
JGLT,TA,922901,B70,211,0,2011-11-11,2011-11-10 20:23:04
JGLT,TA,929781,JGLT,013,2,2011-11-11,2011-11-10 12:53:38
GAVT,TA,930834,B48,408,0,2011-11-11,2011-11-10 21:11:09
JGLT,TA,937483,B63,114,0,2011-11-11,2011-11-10 20:23:04
FLTT,TA,937776,B49,016,0,2011-11-11,2011-11-10 19:06:40
JGLT,TA,937974,B35,035,0,2011-11-11,2011-11-10 20:23:04
GAVT,TA,938106,B48,412,0,2011-11-11,2011-11-10 21:13:15
JGLT,TA,939925,JGLT,XL10,,2011-11-11,2011-11-10 12:54:31
JGLT,TA,939925,B61,012,0,2011-11-11,2011-11-10 19:21:58
JGLT,TA,940593,B61,019,0,2011-11-11,2011-11-10 12:57:05
JGLT,TA,949485,B35,010,2,2011-11-11,2011-11-01 07:11:19
